Detailed Statistics Departures  
Origin Airport: New York, NY: John F. Kennedy International (JFK)
Airline: United Airlines Inc. (UA)
Month(s): January
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2022

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"UA","01/21/2022","0517","N17105","LAX","18:15","18:10","390","379","-5","18:31","21","0","0","0","0","0"
"UA","01/21/2022","0521","N17104","SFO","08:00","07:58","392","376","-2","08:20","22","0","0","0","0","0"
"UA","01/21/2022","0523","N34137","SFO","16:55","16:44","392","358","-11","17:00","16","0","0","0","0","0"
"UA","01/22/2022","0515","N12116","LAX","08:30","12:51","390","345","261","13:16","25","216","0","0","0","0"
"UA","01/22/2022","0517","N17104","LAX","18:15","18:11","390","344","-4","18:30","19","0","0","0","0","0"
"UA","01/22/2022","0521","N12114","SFO","08:00","07:54","392","373","-6","08:20","26","0","0","0","0","0"
"UA","01/22/2022","0523","N41135","SFO","16:55","16:45","392","371","-10","17:03","18","0","0","0","0","0"
"UA","01/23/2022","0515","N12114","LAX","08:30","08:22","390","390","-8","08:52","30","0","0","0","0","0"
"UA","01/23/2022","0517","N14102","LAX","18:15","18:10","390","338","-5","18:31","21","0","0","0","0","0"
"UA","01/23/2022","0521","N12116","SFO","08:00","07:49","392","367","-11","08:13","24","0","0","0","0","0"
"UA","01/23/2022","0523","N67134","SFO","16:55","17:09","392","371","14","17:29","20","0","0","0","0","0"
"UA","01/24/2022","0515","N12114","LAX","08:30","08:20","390","383","-10","08:53","33","0","0","0","0","0"
"UA","01/24/2022","0517","N12109","LAX","18:15","18:08","390","377","-7","18:30","22","0","0","0","0","0"
"UA","01/24/2022","0521","N12116","SFO","08:00","07:56","392","390","-4","08:14","18","0","0","0","0","0"
"UA","01/24/2022","0523","N34137","SFO","16:55","16:46","392","382","-9","17:09","23","0","0","0","0","0"
"UA","01/25/2022","0515","N12116","LAX","08:30","08:20","390","361","-10","08:41","21","0","0","0","0","0"
"UA","01/25/2022","0517","N58101","LAX","18:15","18:06","390","372","-9","18:33","27","0","0","0","0","0"
"UA","01/25/2022","0521","N12114","SFO","08:00","07:56","392","377","-4","08:17","21","0","0","0","0","0"
"UA","01/25/2022","0523","N14102","SFO","16:55","16:42","392","382","-13","17:04","22","0","0","0","0","0"
"UA","01/26/2022","0515","N13110","LAX","08:30","08:35","390","355","5","08:53","18","0","0","0","0","0"
"UA","01/26/2022","0517","N14115","LAX","18:15","18:07","390","359","-8","18:27","20","0","0","0","0","0"
"UA","01/26/2022","0521","N12116","SFO","08:00","07:55","392","379","-5","08:16","21","0","0","0","0","0"
"UA","01/26/2022","0523","N19136","SFO","16:55","16:45","392","374","-10","17:08","23","0","0","0","0","0"
"UA","01/27/2022","0515","N19141","LAX","08:30","08:17","390","358","-13","08:40","23","0","0","0","0","0"
"UA","01/27/2022","0517","N17105","LAX","18:15","18:23","390","361","8","18:44","21","0","0","0","0","0"
"UA","01/27/2022","0521","N13110","SFO","08:00","07:55","392","373","-5","08:22","27","0","0","0","0","0"
"UA","01/27/2022","0523","N12114","SFO","16:55","16:44","392","377","-11","17:03","19","0","0","0","0","0"
"UA","01/28/2022","0515","N34137","LAX","08:30","08:30","390","370","0","09:12","42","0","0","0","0","0"
"UA","01/28/2022","0517","N17139","LAX","18:15","18:10","390","360","-5","18:38","28","0","0","0","0","0"
"UA","01/28/2022","0521","N19141","SFO","08:00","07:54","392","360","-6","08:18","24","0","0","0","0","0"
"UA","01/28/2022","0523","N41140","SFO","16:55","19:10","392","350","135","19:30","20","0","0","0","0","93"
"UA","01/29/2022","0515","","LAX","08:30","00:00","390","0","0","00:00","0","0","0","0","0","0"
