year,month,day,hour,hourly_altimeter_setting,hourly_dew_point_temperature,hourly_dry_bulb_temperature,hourly_precipitation,hourly_present_weather_type,hourly_pressure_change,hourly_pressure_tendency,hourly_relative_humidity,hourly_sea_level_pressure,hourly_sky_conditions,hourly_station_pressure,hourly_visibility,hourly_wet_bulb_temperature,hourly_wind_direction,hourly_wind_gust_speed,hourly_wind_speed,daily_weather
2021,12,18,02,30.19,23,46,0.00,NA,NA,NA,40,30.18,FEW:02 70 SCT:04 100 BKN:07 120,30.16,10,37,040,NA,15,RA DZ BR
2021,12,18,03,30.19,28,44,T,NA,-0.02,1,53,30.19,FEW:02 60 BKN:07 85 OVC:08 110,30.16,10,38,040,NA,9,RA DZ BR
2021,12,18,04,30.19,29,43,T,NA,NA,NA,58,30.19,BKN:07 75 BKN:07 120 OVC:08 140,30.16,10,37,040,NA,8,RA DZ BR
2021,12,18,05,30.2,32,42,0.01,-RA:02 |RA |RA,NA,NA,68,30.2,BKN:07 65 BKN:07 90 OVC:08 110,30.17,10,38,060,NA,6,RA DZ BR
2021,12,18,06,30.21,32,42,T,NA,-0.01,3,68,30.2,OVC:08 50,30.19,10,38,020,NA,7,RA DZ BR
2021,12,18,07,30.21,33,41,0.01,-RA:02 |RA |RA,NA,NA,73,30.21,SCT:04 32 BKN:07 40 OVC:08 55,30.19,7,38,020,NA,9,RA DZ BR
2021,12,18,08,30.22,35,39,0.02,-RA:02 BR:1 |RA |RA,NA,NA,86,30.22,FEW:02 21 BKN:07 45 OVC:08 65,30.19,5,37,040,NA,8,RA DZ BR
2021,12,18,09,30.2,36,40,0.01,NA,0.01,8,86,30.19,FEW:02 25 OVC:08 45,30.17,10,38,070,NA,8,RA DZ BR
2021,12,18,10,30.16,36,41,T,NA,NA,NA,82,30.16,FEW:02 25 OVC:08 42,30.14,10,39,050,NA,9,RA DZ BR
2021,12,18,11,30.11,37,41,T,NA,NA,NA,86,30.1,FEW:02 10 BKN:07 30 OVC:08 40,30.09,10,39,050,NA,7,RA DZ BR
2021,12,18,12,30.06,38,41,0.00,NA,0.13,8,89,30.06,FEW:02 9 OVC:08 41,30.03,10,40,060,NA,7,RA DZ BR
2021,12,18,13,30.04,39,43,0.00,NA,NA,NA,86,30.03,BKN:07 10 OVC:08 42,30.01,10,41,050,NA,9,RA DZ BR
2021,12,18,14,30.01,40,43,0.00,NA,NA,NA,89,30.01,SCT:04 11 OVC:08 38,29.98,10,42,070,NA,8,RA DZ BR
2021,12,18,15,29.98,41,44,0.00,BR:1 ||,0.08,8,89,29.98,OVC:08 9,29.96,5,43,070,NA,7,RA DZ BR
2021,12,18,16,29.96,42,44,0.00,BR:1 ||,NA,NA,93,29.96,OVC:08 7,29.93,2,43,060,NA,5,RA DZ BR
2021,12,18,17,29.93,44,45,0.01,-DZ:01 BR:1 |s DZ s |DZ s,NA,NA,97,29.93,OVC:08 3,29.91,0.5,45,110,NA,5,RA DZ BR
2021,12,18,18,29.9,48,48,T,-DZ:01 BR:1 |DZ |DZ,0.08,8,100,29.9,OVC:08 4,29.88,2,48,110,NA,6,RA DZ BR
2021,12,18,19,29.88,48,49,T,NA,NA,NA,97,29.88,OVC:08 4,29.85,9,48,000,NA,0,RA DZ BR
2021,12,18,20,29.86,45,46,0.00,BR:1 ||,NA,NA,96,29.85,OVC:08 4,29.83,2.5,46,360,NA,6,RA DZ BR
2021,12,18,21,29.82,45,46,T,-DZ:01 BR:1 |DZ |DZ,0.08,8,96,29.81,OVC:08 4,29.8,2.5,46,010,NA,7,RA DZ BR
2021,12,18,22,29.81,45,46,T,-DZ:01 BR:1 |DZ |DZ,NA,NA,96,29.81,OVC:08 3,29.78,0.75,46,330,NA,7,RA DZ BR
2021,12,18,23,29.79,46,47,T,-DZ:01 BR:1 |DZ |DZ,NA,NA,97,29.79,OVC:08 3,29.77,1.5,47,330,NA,3,RA DZ BR
2021,12,19,00,29.8,45,46,T,-DZ:01 BR:1 |DZ |DZ,0.01,5,96,29.8,OVC:08 3,29.78,1.5,46,350,NA,8,RA DZ PL BR
2021,12,19,01,29.81,44,44,T,-DZ:01 BR:1 |DZ |DZ,NA,NA,100,29.8,OVC:08 3,29.78,1.5,44,350,NA,7,RA DZ PL BR
2021,12,19,02,29.82,44,45,0.02,-RA:02 BR:1 |RA |RA,NA,NA,97,29.82,BKN:07 5 OVC:08 60,29.8,5,45,340,NA,5,RA DZ PL BR
2021,12,19,03,29.83,43,45,T,NA,-0.03,3,93,29.83,SCT:04 5 SCT:04 48 OVC:08 65,29.8,10,44,320,NA,10,RA DZ PL BR
2021,12,19,04,29.86,40,45,0.00,NA,NA,NA,83,29.85,SCT:04 15 BKN:07 20 OVC:08 75,29.83,10,43,310,30,24,RA DZ PL BR
2021,12,19,05,29.9,37,44,T,-RA:02 |RA |RA,NA,NA,76,29.9,SCT:04 23 SCT:04 60 OVC:08 80,29.88,10,41,310,NA,18,RA DZ PL BR
2021,12,19,06,29.95,34,42,T,NA,-0.12,3,73,29.95,SCT:04 30 SCT:04 60 OVC:08 90,29.93,10,39,320,NA,24,RA DZ PL BR
2021,12,19,07,29.98,32,40,T,-RA:02 |RA |RA,NA,NA,73,29.98,BKN:07 31 BKN:07 60 OVC:08 90,29.96,10,37,330,NA,17,RA DZ PL BR
2021,12,19,08,30.01,30,40,T,NA,NA,NA,68,30.01,BKN:07 32 OVC:08 100,29.98,10,36,340,29,20,RA DZ PL BR
2021,12,19,09,30.05,27,39,0.00,NA,-0.1,3,62,30.04,FEW:02 32 BKN:07 90 BKN:07 140,30.03,10,34,330,28,18,RA DZ PL BR
2021,12,19,10,30.08,27,40,0.00,NA,NA,NA,60,30.08,FEW:02 37 SCT:04 90 BKN:07 140,30.06,10,35,340,NA,21,RA DZ PL BR
2021,12,19,11,30.07,24,39,0.00,NA,NA,NA,55,30.07,FEW:02 35 SCT:04 100 BKN:07 180,30.04,10,33,320,29,23,RA DZ PL BR
2021,12,19,12,30.07,23,39,0.00,NA,-0.03,1,53,30.07,FEW:02 35 FEW:02 100 BKN:07 220,30.04,10,33,320,29,22,RA DZ PL BR
2021,12,19,13,30.07,22,39,0.00,NA,NA,NA,50,30.06,FEW:02 35 FEW:02 100 BKN:07 210,30.04,10,33,330,28,21,RA DZ PL BR
2021,12,19,14,30.08,21,39,0.00,NA,NA,NA,48,30.08,FEW:02 35 FEW:02 120 BKN:07 250,30.06,10,33,350,NA,17,RA DZ PL BR
2021,12,19,15,30.12,21,38,0.00,NA,-0.05,3,51,30.12,FEW:02 40 FEW:02 120 BKN:07 250,30.09,10,32,320,NA,21,RA DZ PL BR
2021,12,19,16,30.14,20,36,0.00,NA,NA,NA,52,30.13,SCT:04 250,30.11,10,30,330,NA,16,RA DZ PL BR
2021,12,19,17,30.16,19,35,0.00,NA,NA,NA,52,30.16,FEW:02 250,30.14,10,30,340,NA,14,RA DZ PL BR
2021,12,19,18,30.19,18,34,0.00,NA,-0.06,3,52,30.19,FEW:02 250,30.16,10,29,350,28,17,RA DZ PL BR
2021,12,19,19,30.23,16,33,0.00,NA,NA,NA,49,30.22,CLR:00,30.21,10,28,350,25,20,RA DZ PL BR
2021,12,19,20,30.24,15,32,0.00,NA,NA,NA,50,30.24,CLR:00,30.22,10,27,340,NA,17,RA DZ PL BR
2021,12,19,21,30.26,13,30,0.00,NA,-0.07,1,49,30.26,CLR:00,30.24,10,25,350,NA,11,RA DZ PL BR
2021,12,19,22,30.26,15,30,0.00,NA,NA,NA,54,30.26,CLR:00,30.24,10,25,350,NA,11,RA DZ PL BR
2021,12,19,23,30.27,15,29,0.00,NA,NA,NA,56,30.27,CLR:00,30.24,10,25,350,NA,13,RA DZ PL BR
2021,12,20,00,30.29,14,28,0.00,NA,-0.03,3,56,30.29,CLR:00,30.27,10,24,350,NA,11,NA
2021,12,20,01,30.29,14,28,0.00,NA,NA,NA,56,30.29,CLR:00,30.27,10,24,010,NA,10,NA
2021,12,20,02,30.31,12,27,0.00,NA,NA,NA,53,30.3,CLR:00,30.29,10,23,350,NA,16,NA
2021,12,20,03,30.31,12,26,0.00,NA,-0.02,2,55,30.31,CLR:00,30.29,10,22,350,NA,15,NA
2021,12,20,04,30.32,12,26,0.00,NA,NA,NA,55,30.31,CLR:00,30.29,10,22,360,NA,10,NA
2021,12,20,05,30.34,12,25,0.00,NA,NA,NA,58,30.34,CLR:00,30.32,10,21,350,NA,13,NA
2021,12,20,06,30.36,11,24,0.00,NA,-0.05,3,57,30.36,FEW:02 35,30.34,10,20,350,NA,9,NA
2021,12,20,07,30.4,12,26,0.00,NA,NA,NA,55,30.4,FEW:02 35 FEW:02 250,30.37,10,22,350,NA,10,NA
2021,12,20,08,30.4,13,28,0.00,NA,NA,NA,53,30.4,FEW:02 38 FEW:02 250,30.37,10,24,360,NA,9,NA
2021,12,20,09,30.4,12,30,0.00,NA,-0.04,1,47,30.4,FEW:02 43 SCT:04 250,30.37,10,25,010,NA,6,NA
2021,12,20,10,30.4,12,33,0.00,NA,NA,NA,42,30.4,FEW:02 160 SCT:04 250,30.37,10,27,000,NA,0,NA
2021,12,20,11,30.38,11,35,0.00,NA,NA,NA,37,30.37,FEW:02 160 SCT:04 250,30.35,10,28,320,NA,3,NA
2021,12,20,12,30.34,10,35,0.00,NA,0.07,8,35,30.33,FEW:02 160 SCT:04 250,30.32,10,27,180,NA,7,NA
2021,12,20,13,30.32,10,34,0.00,NA,NA,NA,37,30.31,FEW:02 160 FEW:02 250,30.29,10,27,200,NA,7,NA
2021,12,20,14,30.3,11,35,0.00,NA,NA,NA,37,30.3,FEW:02 160 FEW:02 250,30.27,10,28,200,NA,7,NA
2021,12,20,15,30.3,18,34,0.00,NA,0.04,6,52,30.29,FEW:02 160 FEW:02 250,30.27,10,29,200,NA,7,NA
2021,12,20,16,30.28,20,32,0.00,NA,NA,NA,61,30.28,FEW:02 150 FEW:02 260,30.25,10,28,200,NA,7,NA
2021,12,20,17,30.27,21,34,0.00,NA,NA,NA,59,30.26,FEW:02 250,30.24,10,29,210,NA,8,NA
2021,12,20,18,30.27,18,35,0.00,NA,0.03,5,50,30.27,FEW:02 250,30.24,10,29,230,NA,13,NA
2021,12,20,19,30.27,22,35,0.00,NA,NA,NA,59,30.27,FEW:02 250,30.24,10,30,230,NA,13,NA
2021,12,20,20,30.26,21,35,0.00,NA,NA,NA,57,30.26,FEW:02 250,30.24,10,30,230,NA,16,NA
2021,12,20,21,30.25,23,35,0.00,NA,0.01,8,61,30.25,FEW:02 250,30.22,10,31,230,NA,18,NA
2021,12,20,22,30.25,22,35,0.00,NA,NA,NA,59,30.24,FEW:02 250,30.22,10,30,240,NA,17,NA
2021,12,20,23,30.23,24,34,0.00,NA,NA,NA,67,30.23,FEW:02 250,30.21,10,30,220,NA,14,NA
2021,12,21,00,30.2,23,34,0.00,NA,0.06,8,64,30.19,FEW:02 50,30.17,10,30,220,NA,17,NA
2021,12,21,01,30.18,23,33,0.00,NA,NA,NA,66,30.17,FEW:02 60,30.16,10,29,220,NA,10,NA
2021,12,21,02,30.16,26,34,0.00,NA,NA,NA,73,30.15,FEW:02 60 BKN:07 240,30.14,10,31,240,NA,10,NA
2021,12,21,03,30.14,25,32,0.00,NA,0.06,6,75,30.14,BKN:07 230,30.11,10,29,230,NA,11,NA
2021,12,21,04,30.15,27,34,0.00,NA,NA,NA,75,30.14,SCT:04 240,30.12,10,31,240,NA,14,NA
2021,12,21,05,30.16,26,34,0.00,NA,NA,NA,73,30.15,SCT:04 250,30.14,10,31,250,NA,15,NA
2021,12,21,06,30.15,23,33,0.00,NA,-0.01,0,66,30.14,FEW:02 140 SCT:04 220 SCT:04 270,30.12,10,29,250,NA,13,NA
2021,12,21,07,30.15,23,33,0.00,NA,NA,NA,66,30.14,FEW:02 140 FEW:02 220 BKN:07 270,30.12,10,29,260,NA,7,NA
2021,12,21,08,30.17,23,34,0.00,NA,NA,NA,64,30.16,FEW:02 220 BKN:07 270,30.14,10,30,260,NA,9,NA
2021,12,21,09,30.17,24,37,0.00,NA,-0.02,3,59,30.17,FEW:02 140 BKN:07 270,30.14,10,32,250,NA,7,NA
2021,12,21,10,30.13,24,39,0.00,NA,NA,NA,55,30.13,FEW:02 140 BKN:07 250,30.11,10,33,250,NA,5,NA
2021,12,21,11,30.1,23,41,0.00,NA,NA,NA,49,30.1,FEW:02 140 FEW:02 190 BKN:07 230,30.08,10,34,320,NA,3,NA
2021,12,21,12,30.07,24,42,0.00,NA,0.1,6,49,30.07,FEW:02 140 BKN:07 230,30.04,10,35,360,NA,3,NA
2021,12,21,13,30.05,23,42,0.00,NA,NA,NA,47,30.04,FEW:02 140 BKN:07 260,30.03,10,35,000,NA,0,NA
2021,12,21,14,30.02,24,42,0.00,NA,NA,NA,49,30.02,FEW:02 140 OVC:08 250,30,10,35,040,NA,3,NA
2021,12,21,15,30.01,25,41,0.00,NA,0.06,6,53,30.01,SCT:04 190 OVC:08 250,29.98,10,35,070,NA,3,NA
2021,12,21,16,29.99,25,39,0.00,NA,NA,NA,57,29.99,BKN:07 200 OVC:08 250,29.96,10,34,110,NA,6,NA
2021,12,21,17,29.98,26,39,0.00,NA,NA,NA,60,29.97,FEW:02 50 BKN:07 200 OVC:08 250,29.96,10,34,090,NA,6,NA
2021,12,21,18,29.97,28,39,0.00,NA,0.05,6,65,29.96,BKN:07 50 BKN:07 190 BKN:07 250,29.95,10,35,080,NA,6,NA
2021,12,21,19,29.97,31,40,0.00,NA,NA,NA,70,29.96,BKN:07 47 OVC:08 70,29.95,10,36,040,NA,3,NA
2021,12,21,20,29.93,31,40,0.00,NA,NA,NA,70,29.92,BKN:07 40 OVC:08 70,29.91,10,36,030,NA,6,NA
2021,12,21,21,29.9,30,41,0.00,NA,0.06,8,65,29.9,OVC:08 36,29.88,10,37,020,NA,3,NA
2021,12,21,22,29.87,29,40,0.00,NA,NA,NA,65,29.87,SCT:04 40 OVC:08 70,29.85,10,36,020,NA,6,NA
2021,12,21,23,29.82,31,41,0.00,NA,NA,NA,67,29.82,FEW:02 37 OVC:08 65,29.8,10,37,010,NA,6,NA
2021,12,22,00,29.77,35,40,T,NA,0.14,8,83,29.76,FEW:02 35 OVC:08 60,29.75,10,38,040,NA,8,RA DZ BR
2021,12,22,01,29.73,36,42,T,NA,NA,NA,79,29.72,OVC:08 16,29.7,10,39,020,NA,5,RA DZ BR
2021,12,22,02,29.69,39,41,0.03,NA,NA,NA,93,29.69,OVC:08 15,29.67,10,40,340,NA,10,RA DZ BR
2021,12,22,03,29.63,39,42,0.00,NA,0.14,8,89,29.63,OVC:08 12,29.61,10,41,010,NA,8,RA DZ BR
2021,12,22,04,29.6,39,41,T,-DZ:01 BR:1 |DZ |DZ,NA,NA,93,29.6,OVC:08 6,29.57,5,40,350,NA,9,RA DZ BR
2021,12,22,05,29.61,38,40,0.01,-DZ:01 BR:1 |DZ |DZ,NA,NA,93,29.61,OVC:08 5,29.59,6,39,320,NA,21,RA DZ BR
2021,12,22,06,29.61,39,40,0.05,-RA:02 BR:1 |RA |RA,0.02,6,97,29.6,SCT:04 5 BKN:07 16 OVC:08 26,29.59,4,40,350,NA,11,RA DZ BR
2021,12,22,07,29.59,40,41,0.02,NA,NA,NA,96,29.59,FEW:02 6 BKN:07 36 BKN:07 140,29.57,10,41,350,NA,9,RA DZ BR
2021,12,22,08,29.6,40,43,0.00,NA,NA,NA,89,29.59,FEW:02 8 SCT:04 33 BKN:07 60,29.57,10,42,310,NA,13,RA DZ BR
2021,12,22,09,29.6,34,42,0.00,NA,0.01,5,73,29.59,FEW:02 32 SCT:04 75 BKN:07 180,29.57,10,39,310,NA,16,RA DZ BR
2021,12,22,10,29.58,34,46,0.00,NA,NA,NA,63,29.58,FEW:02 34 SCT:04 180 BKN:07 250,29.56,10,41,300,NA,14,RA DZ BR
2021,12,22,11,29.56,30,47,0.00,NA,NA,NA,52,29.56,FEW:02 180 SCT:04 250,29.54,10,40,310,NA,22,RA DZ BR
2021,12,22,12,29.56,27,48,0.00,NA,0.04,5,44,29.56,FEW:02 180 FEW:02 250,29.54,10,39,300,32,25,RA DZ BR
2021,12,22,13,29.57,27,48,0.00,NA,NA,NA,44,29.57,FEW:02 47 SCT:04 250,29.54,10,39,310,32,21,RA DZ BR
2021,12,22,14,29.6,23,47,0.00,NA,NA,NA,39,29.6,SCT:04 47 SCT:04 250,29.57,10,38,300,38,22,RA DZ BR
2021,12,22,15,29.64,24,46,0.00,NA,-0.08,3,42,29.64,BKN:07 55 BKN:07 250,29.62,10,37,310,32,21,RA DZ BR
2021,12,22,16,29.68,21,42,0.00,NA,NA,NA,43,29.68,SCT:04 55 SCT:04 250,29.65,10,34,320,34,21,RA DZ BR
2021,12,22,17,29.75,22,39,0.00,NA,NA,NA,50,29.75,SCT:04 55 SCT:04 250,29.72,10,33,330,28,22,RA DZ BR
2021,12,22,18,29.81,15,37,0.00,NA,-0.17,3,41,29.8,FEW:02 50 FEW:02 250,29.78,10,30,310,36,22,RA DZ BR
2021,12,22,19,29.84,13,36,0.00,NA,NA,NA,39,29.84,FEW:02 50 FEW:02 250,29.82,10,29,320,28,18,RA DZ BR
2021,12,22,20,29.87,13,36,0.00,NA,NA,NA,39,29.87,FEW:02 50 FEW:02 250,29.85,10,29,300,34,22,RA DZ BR
2021,12,22,21,29.89,14,35,0.00,NA,-0.09,1,42,29.89,FEW:02 50 FEW:02 250,29.87,10,28,300,29,16,RA DZ BR
2021,12,22,22,29.92,14,34,0.00,NA,NA,NA,44,29.92,FEW:02 50,29.9,10,28,290,24,13,RA DZ BR
2021,12,22,23,29.94,13,34,0.00,NA,NA,NA,42,29.94,FEW:02 50,29.91,10,27,300,30,15,RA DZ BR
2021,12,23,00,29.97,15,33,0.00,NA,-0.07,1,47,29.96,SCT:04 55,29.95,10,27,300,22,14,NA
2021,12,23,01,30,15,34,0.00,NA,NA,NA,46,30,BKN:07 50,29.98,10,28,290,22,17,NA
2021,12,23,02,30.01,15,33,0.00,NA,NA,NA,47,30.01,SCT:04 50,29.98,10,27,310,26,22,NA
2021,12,23,03,30.03,14,32,0.00,NA,-0.06,1,47,30.03,FEW:02 50,30.01,10,26,310,25,11,NA
2021,12,23,04,30.06,14,32,0.00,NA,NA,NA,47,30.06,FEW:02 50,30.03,10,26,310,26,21,NA
2021,12,23,05,30.09,14,31,0.00,NA,NA,NA,49,30.09,FEW:02 50,30.06,10,26,310,NA,16,NA
2021,12,23,06,30.13,14,32,0.00,NA,-0.1,3,47,30.13,FEW:02 42 SCT:04 50,30.11,10,26,310,26,20,NA
2021,12,23,07,30.16,15,32,0.00,NA,NA,NA,50,30.15,FEW:02 42 SCT:04 55,30.14,10,27,310,NA,13,NA
2021,12,23,08,30.18,15,33,0.00,NA,NA,NA,47,30.18,FEW:02 44 BKN:07 50,30.16,10,27,300,NA,15,NA
2021,12,23,09,30.2,15,35,0.00,NA,-0.07,1,44,30.2,FEW:02 44 SCT:04 50 SCT:04 250,30.17,10,28,310,NA,16,NA
2021,12,23,10,30.2,16,35,0.00,NA,NA,NA,46,30.2,SCT:04 47 SCT:04 250,30.17,10,29,310,NA,16,NA
2021,12,23,11,30.19,16,35,0.00,NA,NA,NA,46,30.19,BKN:07 47 BKN:07 250,30.16,10,29,310,NA,10,NA
2021,12,23,12,30.19,15,36,0.00,NA,0.01,8,42,30.19,BKN:07 47 BKN:07 250,30.16,10,29,320,NA,11,NA
2021,12,23,13,30.19,15,36,0.00,NA,NA,NA,42,30.18,SCT:04 49 BKN:07 140 BKN:07 250,30.16,10,29,300,NA,11,NA
2021,12,23,14,30.19,14,37,0.00,NA,NA,NA,39,30.18,FEW:02 49 BKN:07 190 BKN:07 250,30.16,10,29,320,NA,16,NA
2021,12,23,15,30.19,14,35,0.00,NA,-0,3,42,30.19,FEW:02 50 FEW:02 190 BKN:07 250,30.16,10,28,320,NA,11,NA
2021,12,23,16,30.2,14,35,0.00,NA,NA,NA,42,30.2,FEW:02 50 BKN:07 210 BKN:07 250,30.17,10,28,310,NA,9,NA
2021,12,23,17,30.2,14,34,0.00,NA,NA,NA,44,30.2,FEW:02 120 SCT:04 210 BKN:07 250,30.17,10,28,360,NA,5,NA
2021,12,23,18,30.2,15,32,0.00,NA,-0.01,1,50,30.2,SCT:04 120 BKN:07 250,30.17,10,27,060,NA,5,NA
2021,12,23,19,30.21,16,32,0.00,NA,NA,NA,52,30.21,FEW:02 95 SCT:04 120 BKN:07 250,30.19,10,27,070,NA,5,NA
2021,12,23,20,30.2,17,32,0.00,NA,NA,NA,54,30.19,BKN:07 95 BKN:07 120 BKN:07 250,30.17,10,27,040,NA,6,NA
2021,12,23,21,30.19,18,33,0.00,NA,0.01,8,54,30.19,BKN:07 85 OVC:08 250,30.16,10,28,070,NA,5,NA
2021,12,23,22,30.17,17,33,0.00,NA,NA,NA,52,30.17,OVC:08 75,30.14,10,28,100,NA,6,NA
2021,12,23,23,30.17,18,32,0.00,NA,NA,NA,56,30.17,FEW:02 75 OVC:08 110,30.14,10,27,090,NA,6,NA
2021,12,24,00,30.16,18,33,0.00,NA,0.03,6,54,30.15,OVC:08 90,30.14,10,28,080,NA,5,SN BR
2021,12,24,01,30.18,18,33,0.00,NA,NA,NA,54,30.18,SCT:04 70 OVC:08 90,30.16,10,28,040,NA,7,SN BR
2021,12,24,02,30.19,18,33,0.00,NA,NA,NA,54,30.19,OVC:08 50,30.16,10,28,070,NA,6,SN BR
2021,12,24,03,30.15,27,30,0.01,-SN:03 BR:1 |SN |,0.03,8,88,30.14,FEW:02 14 OVC:08 80,30.12,5,29,120,NA,6,SN BR
2021,12,24,04,30.12,28,31,T,NA,NA,NA,89,30.12,FEW:02 12 OVC:08 70,30.09,10,30,070,NA,7,SN BR
2021,12,24,05,30.1,28,31,0.00,NA,NA,NA,89,30.1,FEW:02 11 OVC:08 65,30.08,10,30,070,NA,11,SN BR
2021,12,24,06,30.1,29,32,0.00,NA,0.05,6,88,30.09,OVC:08 60,30.08,10,31,050,NA,7,SN BR
2021,12,24,07,30.08,29,32,0.00,NA,NA,NA,88,30.08,FEW:02 10 OVC:08 55,30.06,10,31,030,NA,8,SN BR
2021,12,24,08,30.09,30,33,0.00,NA,NA,NA,89,30.09,BKN:07 55 OVC:08 75,30.06,10,32,360,NA,7,SN BR
2021,12,24,09,30.1,31,34,0.00,NA,0,5,89,30.09,SCT:04 50 OVC:08 70,30.08,10,33,360,NA,10,SN BR
2021,12,24,10,30.09,32,36,0.00,NA,NA,NA,86,30.09,OVC:08 65,30.06,10,34,320,NA,6,SN BR
2021,12,24,11,30.08,34,37,0.00,NA,NA,NA,89,30.08,FEW:02 10 OVC:08 60,30.06,10,36,360,NA,10,SN BR
2021,12,24,12,30.06,33,37,0.00,NA,0.04,8,86,30.06,FEW:02 11 OVC:08 60,30.03,10,35,010,NA,10,SN BR
2021,12,24,13,30.03,32,41,0.00,NA,NA,NA,70,30.03,FEW:02 65 SCT:04 250,30.01,10,37,VRB,NA,5,SN BR
2021,12,24,14,30.03,31,41,0.00,NA,NA,NA,67,30.03,FEW:02 65 BKN:07 250,30.01,10,37,360,NA,7,SN BR
2021,12,24,15,30.05,30,39,0.00,NA,0.01,5,70,30.04,BKN:07 250,30.03,10,35,360,NA,7,SN BR
2021,12,24,16,30.05,30,37,0.00,NA,NA,NA,76,30.05,SCT:04 210 BKN:07 250,30.03,10,34,010,NA,5,SN BR
2021,12,24,17,30.05,30,35,0.00,NA,NA,NA,82,30.05,BKN:07 190 OVC:08 250,30.03,10,33,060,NA,6,SN BR
2021,12,24,18,30.01,30,34,0.00,NA,0.03,8,85,30.01,BKN:07 170 OVC:08 250,29.98,10,32,080,NA,7,SN BR
2021,12,24,19,30.03,31,35,0.00,NA,NA,NA,85,30.02,OVC:08 150,30.01,10,33,060,NA,7,SN BR
2021,12,24,20,29.98,31,35,0.00,NA,NA,NA,85,29.98,BKN:07 130 BKN:07 200 OVC:08 250,29.96,10,33,070,NA,9,SN BR
2021,12,24,21,29.98,31,35,0.00,NA,0.03,8,85,29.98,OVC:08 150,29.96,10,33,050,NA,5,SN BR
2021,12,24,22,29.97,30,34,0.00,NA,NA,NA,85,29.96,OVC:08 140,29.95,10,32,070,NA,3,SN BR
2021,12,24,23,29.95,30,34,0.00,NA,NA,NA,85,29.95,BKN:07 160 OVC:08 230,29.93,10,32,000,NA,0,SN BR
2021,12,25,00,29.91,32,35,0.00,NA,0.07,8,89,29.91,BKN:07 12 OVC:08 15,29.88,10,34,050,NA,7,RA BR
2021,12,25,01,29.88,33,36,0.00,NA,NA,NA,89,29.87,BKN:07 13 BKN:07 19 OVC:08 120,29.85,10,35,070,NA,8,RA BR
2021,12,25,02,29.83,34,37,T,NA,NA,NA,89,29.83,BKN:07 19 OVC:08 100,29.8,10,36,060,NA,7,RA BR
2021,12,25,03,29.79,35,37,0.01,-RA:02 |RA |RA,0.12,8,93,29.79,SCT:04 9 SCT:04 65 OVC:08 80,29.77,7,36,040,NA,7,RA BR
2021,12,25,04,29.74,36,38,0.02,-RA:02 BR:1 |RA |RA,NA,NA,93,29.74,BKN:07 15 OVC:08 75,29.72,6,37,060,NA,8,RA BR
2021,12,25,05,29.7,38,39,0.01,-RA:02 BR:1 |RA |RA,NA,NA,96,29.69,OVC:08 15,29.67,6,39,060,NA,3,RA BR
2021,12,25,06,29.66,39,40,0.01,-RA:02 BR:1 |RA |RA,0.13,6,97,29.66,BKN:07 4 BKN:07 15 OVC:08 85,29.64,5,40,050,NA,8,RA BR
2021,12,25,07,29.65,40,41,T,BR:1 ||,NA,NA,96,29.65,OVC:08 4,29.62,2.5,41,010,NA,6,RA BR
2021,12,25,08,29.64,40,41,T,-RA:02 BR:1 |RA |RA,NA,NA,96,29.64,SCT:04 4 OVC:08 39,29.62,3,41,350,NA,3,RA BR
2021,12,25,09,29.62,41,42,0.02,-RA:02 BR:1 |RA |RA,0.04,8,96,29.62,FEW:02 39 OVC:08 55,29.59,3,42,000,NA,0,RA BR
2021,12,25,10,29.59,41,43,0.03,-RA:02 BR:1 |RA |RA,NA,NA,93,29.59,BKN:07 36 BKN:07 50 OVC:08 60,29.57,2,42,210,NA,5,RA BR
2021,12,25,11,29.55,42,44,0.05,-RA:02 BR:1 |RA |RA,NA,NA,93,29.55,BKN:07 39 OVC:08 46,29.52,2,43,210,NA,5,RA BR
2021,12,25,12,29.52,44,46,T,-RA:02 BR:1 |RA |RA,0.1,6,93,29.52,OVC:08 38,29.49,5,45,220,NA,7,RA BR
2021,12,25,13,29.49,45,47,0.01,NA,NA,NA,93,29.49,FEW:02 15 BKN:07 40 BKN:07 70,29.47,10,46,240,NA,9,RA BR
2021,12,25,14,29.48,43,47,0.00,NA,NA,NA,86,29.48,SCT:04 60 BKN:07 90 BKN:07 160,29.46,10,45,240,NA,7,RA BR
2021,12,25,15,29.49,43,48,0.00,NA,0.03,5,83,29.49,FEW:02 40 SCT:04 60 BKN:07 75,29.47,10,46,260,NA,10,RA BR
2021,12,25,16,29.51,42,47,0.00,NA,NA,NA,83,29.5,FEW:02 45 SCT:04 60 BKN:07 95,29.49,10,45,260,NA,8,RA BR
2021,12,25,17,29.52,42,47,0.00,NA,NA,NA,83,29.52,BKN:07 50 BKN:07 75 BKN:07 140,29.49,10,45,240,NA,8,RA BR
2021,12,25,18,29.52,43,47,0.00,NA,-0.03,1,86,29.52,FEW:02 50 BKN:07 70 BKN:07 130,29.49,10,45,250,NA,5,RA BR
2021,12,25,19,29.53,44,48,0.00,NA,NA,NA,86,29.53,FEW:02 50 OVC:08 70,29.51,10,46,000,NA,0,RA BR
2021,12,25,20,29.54,43,47,0.00,NA,NA,NA,86,29.54,BKN:07 65 OVC:08 170,29.52,10,45,000,NA,0,RA BR
